masked_words|abs_decrease_on_replacement
accorded|0.999999990953494
credence|0.9999999900149126
bolster|0.999999988868819
tenet|0.999999987711895
anti-|0.9999999876077796
afactor|0.9999999838979543
purposes|0.9999999829845306
contrived|0.9999999818749441
asault|0.9999999744423682
pit|0.9999999439969184
legislator|0.9999999185091317
excommunicated|0.9999999185091317
religionhas|0.9999999185091317
amoral|0.9999999185091317
athiest|0.9999999185091317
purporting|0.9999999185091317
biden|0.9999999185091317
pelosi|0.9999999185091317
bastion|0.9999999185091317
districting|0.9999998863152475
virulent|0.9999998053368973
siblings|0.9999997936153358
privileges|0.9999997799496333
deaths|0.9999997799496333
climb|0.9999997799496333
lil|0.9999997799496333
looting|0.9999997799496333
to.d|0.9999997799496333
distracted|0.9999997770716871
climbed|0.9999996744737742
photos|0.9999996191857854
injustices|0.9999996063959322
escaping|0.9999988953110537
momma|0.9999986616129547
dallas|0.9999986040936711
ceased|0.9999891277099305
secularists|0.999965005421253
jeered|0.9998873833158328
convention|0.9998873833158328
protesting|0.9998873833158328
audience|0.9998873833158328
silent|0.9998873833158328
gay/tg|0.9996334217043727
glock|0.9991723826144355
fblm|0.9991559569269631
wellsaid|0.9991467179087149
agreed|0.9991090783126918
hahahahahahahahahahahahahahahaha|0.9991086713748173
strap|0.9966573715506903
bolt|0.9914607974110237
fraternal|0.9629770433346636
bullets|0.8934772520536267
pedo|0.8180214203631673
blacklivesmatter|0.8006236703513565
protesters|0.8000003385761161
tarzans|0.7998511794545651
owed|0.7996364095266344
creationist|0.7985581030477524
ggots|0.7797998055577628
trashy|0.7380029104306676
prayer|0.6665915888772218
mooch-elles|0.593946082321108
catholic|0.5714284991588439
lewinski|0.5602519927134385
monica|0.5568064589377563
btw|0.5073536940880639
gun|0.5027054079378261
karvictho|0.4999999999952472
recruiting|0.49999997420124115
creation|0.49999995925467433
publicly|0.49999995925456586
influence|0.49999995925456586
occupied|0.49999988997481665
eaten|0.49999988997481665
neighborhood|0.49999988997481665
randomly|0.4999971050521217
dnc|0.4999436916579164
latino|0.4999436916579164
