masked_words|abs_decrease_on_replacement
clown|0.9999999999998626
brain-dead|0.9999999998861216
pedo|0.9999999389614793
blacklivesmatter|0.9999998942047748
jeered|0.9999997636948361
protesting|0.9999997636948361
convention|0.9999997636948361
silent|0.9999997636948361
audience|0.9999997636948361
promote|0.9999995398328796
conversations|0.9999981230548327
dallas|0.9999885906964634
benefiting|0.9999621346572887
comeback.|0.9999621346572887
african-american|0.9999618434776749
misinformed|0.9998620777238365
occasions|0.999585155273963
engine|0.999585155273963
friday|0.999585155273963
openness|0.999585155273963
substitute|0.999585155273963
circumvents|0.999585155273963
optimism|0.9995851552739629
whenever|0.9995851552739475
thoughtful|0.9995851552733891
bloody|0.9993245900583432
babylonians|0.9993245900471376
nebuchadnezzar|0.9993245898208372
persian|0.9993245771125281
non-jewish|0.9992775211530087
buddy|0.9992728992981604
protesters|0.9992491998280609
seed|0.9991996416983142
abraham|0.9991996416983142
children…|0.9991996416983142
cyrus|0.9991881416945905
naturally|0.9991551518424752
tribes|0.9990890025551484
endless|0.9990562034274468
assorted|0.9988278677886839
demoted|0.9979915298058677
ignorance|0.9977224424524047
badly|0.9958726445823031
bankrupt|0.9957770088003383
instructions|0.9864346487573193
non-citizens|0.9847746460428694
injustices|0.9842854462657339
bigot|0.9692584845326653
vacation|0.9542355436597829
kingdom|0.9542355436597829
northern|0.9542355436597829
resort|0.9542355436597829
hotel|0.9542355436597829
christ-like|0.9472710553977246
cancer|0.9131542568211461
decisions-|0.8931686388931794
videos|0.8890966208051234
99|0.8733523794909017
dirty|0.8733523794909004
detonates|0.8733523794909004
allah|0.8733523794909004
pledge|0.8733523794909004
canidate|0.8733523794909004
flow|0.8733523794909004
-cash|0.8733523794909004
accordingly|0.8733523794908986
overide|0.8733523794118984
manchurian|0.8733523674745276
riots|0.8732049681353701
semites|0.8713357712727212
nose|0.8606085112529902
devote|0.8276017820530196
headed|0.8259663668038654
urged|0.8026450436428684
crumbling|0.8010845855228903
descended|0.800069354839977
abuse|0.7999990844328486
afraid|0.79999604609351
decide|0.799825120165021
doctrines|0.7998094804520469
strict|0.7994596628033683
fools|0.7977658324726072
anti-police|0.7943275491190436
gop/fox|0.7942608022289839
desperately|0.7942081957935418
obsession|0.7939675127358657
violently|0.7849336926538174
disgusting|0.7498411787077264
shove|0.7113937681203677
hemorrhoids|0.7000193125666581
sarcasm|0.6819144736784375
prayer|0.6666665091298908
hypocritical|0.6506283500996056
russell|0.640512177842042
thugs|0.6328185386479065
fraternal|0.6279448351422182
christmas|0.6265397983979399
ford|0.6221592007376531
despite|0.6075113483142729
ball|0.6054833235990028
notebook|0.6024283870916709
agricultural|0.60000520060487
critique|0.6000050080993393
blowing|0.5999998878910708
command|0.5999128176814008
hood|0.5998047466847781
ephesus|0.5997520523764759
contends|0.594624975927455
supemes|0.5918705985441496
psychiatrist|0.5903059876755394
encourages|0.5886777209871881
'buy|0.5870663598277914
lions|0.567424252562966
um|0.5645167484341285
maniacs|0.5591311022972649
law-abiding|0.558155546752737
ignorant|0.5524114405188543
grinch|0.5487520723106657
disappear|0.5483689973127785
retailers|0.5474288234047646
weapon|0.5468512805251893
harassment|0.5455108691867758
kate|0.5455025313239912
anti-common|0.5452626671267751
if/when|0.5209044152800357
gun|0.5000013584498089
crap|0.49999999999843237
latino|0.4999998818474184
dnc|0.49999988184741806
hit|0.4999992036126054
randomly|0.49999768776659764
elsewhere|0.4999810673688135
adult|0.4999810673286446
…|0.49998106698275846
sought|0.49998106409753235
depended|0.4999808601558945
practice|0.49997259696546825
greatness|0.4999506494748121
myths|0.4998712541949735
violated|0.4997925776369815
name-calling|0.4997925776369815
default|0.4997925776369815
progress|0.4997925776369814
intolerance|0.49979257763698043
border|0.49966227196295526
murdering|0.49966220182076826
counted|0.4995998208491571
ordered|0.4992892916232803
fat|0.4987348498719217
beast|0.4963500461324542
threatening|0.49321732437865967
proven|0.49321732437865967
daily|0.4857374613848674
playbook|0.48490432477853423
explain|0.47958043004313894
undesirable|0.47711777182989146
incidental|0.47711777182989146
unplanned|0.47711777182989146
fault|0.47711777182989146
insurgents|0.47427114310675
deporting|0.4727427538270961
endorsement|0.4725485813088011
satan|0.47186807952935156
insults|0.46956798569659364
implemented|0.46550854016958965
discussion|0.45996014653469924
tolerate|0.4400579640802037
mouth|0.43924489658619265
beat|0.4392070849528686
hillary|0.4375151338934793
dry|0.43667618974688766
bomb|0.4366761897454502
finish|0.4366761198431905
hypocrite|0.43569764813344874
moment|0.4339689486310171
forms|0.4324708111216582
attempt|0.4305948603420211
pedophiles|0.4284053615237047
streets|0.42763814146253853
police|0.42508581578827115
mess|0.42486352384328885
deployed|0.4231882751532828
intimidating|0.4231882751532828
dumping|0.42085797101473943
aclu|0.4188893184686697
bruce|0.41787463723714885
upping|0.4155342486368938
ante|0.41320260109634555
ridiculous|0.41204240915321455
hawaii|0.40952574087684135
criticized|0.40908943505781165
accident|0.40895809014016776
flawed|0.4056633312362307
lick|0.4030357075265513
crimes|0.40267909800748614
arises|0.400806719549409
rear|0.4007203898147223
gov|0.40058629736893536
brow|0.4001370293971801
duck|0.40000211742271735
poverty|0.39999999117182006
crisis|0.3999986025605298
overdue|0.39998798416060144
insulting|0.39998043972361935
sea-men|0.39995312320747345
hoplophobes|0.3998358625250509
smirk|0.39960453306704735
superior|0.3992091748577472
behave|0.39818448050260613
motion|0.3975801228406781
his/her/it|0.3973049468316713
advancing|0.39622635508770826
nasty|0.3952591977572912
loon|0.3951983125789465
stain|0.39486222456337805
citizen|0.39462422390190255
dead|0.39084398561476136
unlike|0.38679056207826684
seek|0.38274690027380126
phrasing|0.38167226643207136
offensive|0.3815324297509797
hostage|0.3789284280192532
patient|0.37807680424590223
freeloader|0.3773141850212726
stole|0.37284551508348523
corporations|0.37250355071050356
keyboards|0.37170154887451506
criminal|0.37133300865536467
trangenderism|0.3703040528159626
creates|0.36915279626347225
nutter|0.36851417686442184
opposed|0.36797713230004814
mother|0.3591913387159939
gave|0.3573103565915356
interests|0.3566665670529632
slave|0.35535289122572705
grandmother|0.3504146135352416
cells|0.34963414470381543
runs|0.34926238777049334
trash|0.3490200651145171
draw|0.347964267534855
officers|0.3474376296745642
pedophile|0.3464204699812069
factually|0.3434807610217669
uncle|0.34133130647454846
loyal|0.33788085995610023
steel|0.33697175587844763
troll|0.3366967738557899
tells|0.3351239555646258
secure|0.33476452316597943
destroy|0.3333365950486998
roads|0.33333333333291354
burning|0.3333333110806768
supporter|0.3333332568713401
fallen|0.3333332545649454
matters|0.33332085302390974
finally|0.3333207117847504
feels|0.3333207115524296
hungry|0.3333191857330876
attacking|0.33329900070923274
refused|0.33328909132306433
propaganda|0.3332394717920409
walls|0.33320372963119493
acceptable|0.3331950517579877
hated|0.3331081966861246
palestinians|0.33310819668353653
regarding|0.33310700461379583
contributions|0.3305930189925154
signs|0.3267883625534802
racists|0.3238713427992959
clips|0.32329725530419823
nobody|0.3231314204277234
understandable|0.3229109794054093
wisest|0.32145603331957523
canopy|0.3211621467833143
silly|0.3183283555210631
daddy|0.3182440598266477
foreign|0.3182041168523465
gators|0.31807851455326097
prevented|0.31807851455326097
held|0.3167412242447665
insists|0.31540462515765233
controversial|0.3143125378638655
hardly|0.31372083296116593
sat|0.3126302069521289
eating|0.31257869978367675
macedonia|0.3115887254475721
unfair|0.3099880886644818
agencies|0.30967272542483826
serious|0.3064632783224786
terrorist|0.3013219401473613
accepted|0.30039388560785824
anti-civilized|0.3003293192936661
accountable|0.3000888553893704
kansas|0.30001723477780173
drama|0.29999906197828985
kick|0.2999982227796747
enemies|0.2999841954720178
order|0.29995965365301414
anti-white|0.29858774278513817
feds|0.2985368843202846
personnel|0.2985078386308763
area|0.2981015069647648
recognize|0.2979658614561141
testing|0.2975860459498444
enforcement|0.29667887727098613
custody|0.29528642978935843
sick|0.292687103881776
discussions|0.2917065584430694
drug|0.2870554931750128
icon|0.2850192994449018
carter|0.2822976707878872
disease|0.28187914787619756
recruiting|0.2783740646073508
file|0.2732030821468718
interview|0.2691892883673678
germans|0.2689922656225352
invited|0.2666717462423878
posts|0.2665993814748023
bernie|0.26656322166211416
fire|0.2657572749791987
eastern|0.26080239795598104
happy|0.2598809559648411
referring|0.2581707556559822
waty|0.25689542153272826
traitor|0.2542426225684567
racist|0.2519684548907947
elites|0.2514977492144447
wan|0.25000082429265574
barry|0.2499996043618528
private|0.2499927438007788
politics|0.24998897895385808
debate|0.2498962888184874
anger|0.2498962888101722
promise|0.2498062208282652
ready|0.24819371137591245
tolerant|0.24661353656854096
waste|0.24619920624955186
shut|0.24238127160481476
hole|0.24140210854899333
airplanes|0.24139732491905858
ugly|0.24043461650295625
crust|0.23864531726406907
leading|0.23855888591561106
event|0.2385588859149465
recognized|0.23855888591494573
animal|0.23855888591494573
voters|0.23855454650012733
rid|0.23819532363940413
intentionally|0.2377725707656629
stinking|0.23588727165636367
period|0.2287845716065497
insulated|0.2242313954585302
perhaps|0.22406234405577818
color|0.22378150919457598
expel|0.22280278689261418
tv|0.22223420239021555
jewish|0.22152651806514975
property|0.22071493471690617
begins|0.21959006115780508
supporters|0.21906147649907337
spend|0.21833809487272862
folk|0.21831929535037745
slipped|0.21827202608948024
hateful|0.21503702827952967
45.2|0.21244430059535474
prison|0.21236091160153517
operate|0.21212694307983354
invented|0.2115941375766414
preserves|0.21138273053507453
liberalism|0.21060651912129255
pathetic|0.21052631445298275
destroying|0.21017744653627551
du﻿m﻿b|0.2062055851967605
acting|0.20456760823635922
nonsense|0.20449976078293047
argument|0.2041473977625413
condemned/boycotted|0.20318259011425951
eternally|0.20214921539304917
israel|0.20205114934589086
speculations|0.20181690782280137
genealogies|0.20171233205640554
executive|0.20068795062848874
iran|0.2005218789518898
asian|0.20030396872403095
43|0.20027354086074683
selma|0.2001972773177501
stay|0.20010077063905055
gi|0.20002492005466904
dissing|0.20002033626425905
narcissist|0.20000058811520346
stupid|0.20000048673188014
required|0.20000039830691158
basement|0.20000001829078254
dummycrap|0.20000000654309913
bumper|0.20000000030784815
loses|0.20000000013638367
protecting|0.19999999988972536
okay|0.19999995273896723
quickly|0.1999980003069727
lazy|0.19999734478108463
department|0.1999904825228748
consider|0.1999888897868496
comunities|0.19998755055047898
develop|0.1999797219250637
gated|0.1999733022279095
'historic|0.1999722022397949
nut|0.19997030956994802
false|0.19996416487851085
25.7|0.19995461808164366
african|0.19995190027264967
shock|0.19991980297310963
traumatic|0.1998554108581839
linebacker|0.19982960547688003
caliphate|0.19982334473049493
hebrews|0.1996582486886877
cleaning|0.1995463312097336
onto|0.19950619184122617
month-|0.19942384690971932
trail|0.19935128439021965
qualifications|0.19934306279457537
requires|0.19924646525093592
celebrities|0.1991258211620214
grand|0.19898870062243101
inferior|0.19876338818807626
gladly|0.19856789115807338
accuses|0.19842549632064654
disgraceful|0.19842301654059824
economic|0.1982437027063169
happiness|0.19817798052120866
realize|0.19814275465321943
upon|0.19807212004496735
refuse|0.19729382682887725
hands|0.1972869297514683
die|0.1972869297514645
often|0.19728692975146386
37|0.19662606414677783
demographic|0.19648903564794917
city|0.19512947112880447
toward|0.19506864939536672
foreigners|0.19503273875735228
lie|0.1945379736335855
poorer|0.1945242875329754
offspring|0.19322608609536174
evil|0.19298033438181855
paper|0.19204902606033591
removing|0.1917325144592035
programs|0.19165668746275802
circumstances|0.19084710873195657
disney|0.19084710873195657
intellectuals|0.1906972303404796
creationist|0.1906777280543331
kept|0.19060148865497398
hamburger|0.19014314543462418
concede|0.18945924961007027
fix|0.18892915442557265
violates|0.18863419037708679
ringo|0.18814810502600723
low|0.18763489248870335
islamic|0.1841394357298707
whites|0.1824953770984936
talking|0.18205822325917023
arrest|0.18139830294980114
killer|0.17932353951153035
societies|0.17865853027328332
teach|0.17778011639571217
fraud|0.1775262334889513
scores|0.17700754763181242
built|0.17672195027918147
bringing|0.17654572405705507
phone|0.17589215378796896
act|0.17566220084268683
demonizing|0.17559659116407386
extremely|0.17227073235501292
immigration|0.17163135576011312
deported|0.17141647514661282
republicans|0.170805618977807
thru|0.16798676271652582
demand|0.16741690870442455
middle|0.16729598091282033
disagreement|0.1667620591569469
consequences|0.16666945455838808
eat|0.1666666220263432
works|0.1666619749184289
congress|0.16662018801591036
innocent|0.16440577479288657
answering|0.16427190499630995
stupidity|0.16382862953301242
spam|0.16322024297642374
certain|0.1623776728983548
according|0.16191212628447244
huge|0.16092588373637262
post|0.16077672678787383
bit|0.15999703833928156
fun|0.15995345542776052
ancient|0.15961471078176678
terrible|0.15529858995147278
backs|0.15528979274045057
rather|0.15468568033143917
motives|0.15418476040013762
hear|0.15391343749900097
counter|0.15326867596387095
constant|0.15229982478448748
lots|0.1499967010388422
dangerous|0.1496599047288192
