masked_words|abs_decrease_on_replacement
sea-men|0.9999999999387897
bankrupt|0.9999999961160704
gop/fox|0.9999999530050288
crumbling|0.9999998268886084
foul|0.9999990105716956
bigot|0.9999989895254393
punishing|0.9999989774825183
resort|0.9999981687728388
northern|0.9999981687728342
kingdom|0.9999981687728312
vacation|0.9999981686589912
diseases/disorders|0.9999972184348191
killer|0.9999952528712672
shadows|0.9998799463992512
hotel|0.9998631503770692
ignorance|0.9997454817863171
insulting|0.9985265322070049
bitter|0.989164795845211
cheating|0.9692037510708615
operate|0.9691356808852655
ball|0.966809935332925
develop|0.9627975228637269
brain-dead|0.9540833442456446
clown|0.9522801966143465
thread|0.9480371781901725
anti-common|0.9444648116385131
deliberately|0.9383842455488987
cancer|0.8869331306396642
backing|0.8456144106225281
pedo|0.8003898405570222
march|0.8001672824973163
empty|0.8000177663326575
hormones|0.7998836237561876
misinformed|0.7990661903865596
shove|0.7990596224616209
anti-gay|0.7984166854326623
begins|0.798334900156061
anti-police|0.7921991607803036
stereotype|0.7835606838695539
useful|0.7816794473243915
disgusting|0.7650436258977349
guarantees|0.7614427532505961
played|0.740119387388466
mouth|0.7310192394422741
traitor|0.7202586881800704
lions|0.7158589159431272
nail|0.694705777210006
foxxy|0.6931418922714621
mm|0.6881941121493629
troll|0.6666664058809094
posts|0.6644174511549671
gang|0.6617610952816078
harms|0.6614515831424116
hrc|0.6529249519624882
blankets|0.6486000733955622
46|0.6331513211800537
ruthlessly|0.633151306297824
israelites|0.633151306297824
45|0.6316659197313201
.like|0.6226170470033578
socialism|0.6173426543462394
sending|0.6169939009675007
prominent|0.6169939005479517
anti-semites|0.6037436497905773
incompetent|0.5999952026992383
hanging|0.5999063327747045
icon|0.5998901215998442
expenses|0.5993135822781183
postings|0.5987037813318901
immature|0.5981361299777582
marched|0.5980852077743414
panthers|0.5975822137668187
200,00|0.597095660782578
sick|0.5949203691961717
liberty|0.5894853513950078
roll|0.5861037464569879
cosby|0.5770035464176727
shores|0.57619706308242
bobbling|0.5708483778671165
equal-outcome|0.5665165011204686
anti-civilized|0.5662240830109612
incidental|0.556430117864584
comments-|0.5558372215475169
pedophiles|0.5557069240893642
offspring|0.5515336359717384
slaughtering|0.5504772787093947
tolerate|0.5486351982330138
undesirable|0.543464897617236
disagreement|0.5417985321763071
mabee|0.5360725722519335
iran|0.5330890661209301
unplanned|0.5233549672226074
arises|0.5197771027519851
penalize|0.5187611141799827
mess|0.5180550789414811
leading|0.5131615756852849
destroying|0.5086614769055765
nasty|0.5074749835040394
clans|0.5065210539258297
christ-like|0.5001800148711665
russell|0.5000000236065265
ridiculous|0.499999999994125
wan|0.4999999999877346
crap|0.49999999995710986
fat|0.49999999949081025
pig|0.4999996143290234
rapist|0.4999995253712772
correction|0.499999097630632
fault|0.4999990843864193
satan|0.49997348867548136
nose|0.49993345642659015
slipped|0.4991501454548309
sir|0.4958670733783834
hypocritical|0.4949245911882919
so-called|0.4895269791916278
embarrassment|0.48909144558635037
owe|0.4860208954194462
leaches|0.4757523450025826
accident|0.4714784582176582
mr.|0.4676084168642595
gibberish-|0.4596910347197129
hawaii|0.4587822105560889
pedophile|0.4540998909729748
evolutionists|0.4522039603605837
obviously|0.45077661453646867
form.in|0.4499971597208452
serving|0.44950502231694023
thats|0.4461540528069447
condom|0.4402776223427208
lies|0.4394868326786476
mowing|0.431710351941605
7.62|0.4310320155404903
intellectuals|0.4269303037412081
shut|0.42671088535427515
unfair|0.4213464704063834
redefining|0.41770410640705824
accordingly|0.4068940916382517
members|0.40345589805184
cooking|0.40252178276064277
declaration|0.40123107696022775
wrapped|0.4011999121863152
meth|0.40115378471426427
fools|0.40007760325658615
marches|0.40006957866126547
cells|0.40000024314777116
duck|0.3999999999516744
garbage|0.39999720549046525
dummycrap|0.3999861936080701
basement|0.39996882251971977
pursuit|0.3999534343361031
